TRAP ID,Certainty,Elevation,Max diameter,Min diameter,Height,Size Category,Surrounding Land Use,Surface Condition,Land Use Source,Robbed,CRM Condition,CRM Intactness,Photo,Campaign,Source,Municipality,Locality,BG Code,AKB Code,Notes
2028,Certain,352,28,26,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Kazanlak,,KAZ007,,
2029,Certain,341,41,28,2,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Kazanlak,,KAZ008,,
2030,Certain,346,57,51,4,Medium,Annual Agriculture,Pasture,Photo,No,2,1,Good,2009,Survey,Kazanlak,Bikchiysuka Mogila,KAZ009,,
2033,Certain,338,70,50,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,4,Good,2010,AKB,Kazanlak,,,,Destroyed by agriculture.
2034,Certain,373,35,35,0.3,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2010,AKB,Hadzhidimitrovo,,HadzXXXC197,5510249,"Destroyed by agriculture, mound and scatter."
2041,Certain,374,40,33,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,Yes,4,4,Good,2010,AKB,Kran,,Kran024,5510254,"Almost defunct mound, robber trench E side ( 2.8 length x 0.8 width x 0.8 depth), which has been buldozed off, W side ploughed out."
2042,Certain,371,30,30,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,Yes,4,3,Good,2010,Survey,Kazanlak,,,,"Destroyed by agriculture, huge robbers' trench in the middle, full of water, going to the bedrock."
2043,Uncertain,374,50,44,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,Yes,5,5,Good,2010,AKB,Hadzhidimitrovo,,Hadz001,5510255,Entirely destroyed by agriculture.
2047,Uncertain,394,55,39,0.5,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2010,AKB,Kran,,Kran026,5500101,"Mound, almost invisible, destroyed by agriculture."
2050,Certain,637,9,5,2,Medium,Pasture,Pasture,Photo,No,2,1,Good,2010,AKB,Enina,Chelecheto|Chelyacheto,Enina011,5510258,Trees on the top.
2052,Certain,347,30,27,4,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,AKB,Koprinka,,Kop021,5510262,"New treasure hunters big trench on the W side, new 3 holes - seems like garbage holes, modern debris on the surface, digged thtough? - uneven surface."
2053,Certain,340,52,45,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,2,1,Good,2010,AKB,Kazanlak,,Kaz010,5510263,"New robber trench on the S slope, deep inside (tunnel to the centre of the mound 220x170), overgrown with scrub, access easy, prehistoric shards in robbers' trench. Old trench on top 1.5mx1.5mx0.30m, bones in profile."
2063,Uncertain,452,50,50,2,Medium,Pasture,Scrub|Tall Grass,Survey,No,4,5,None,2009,Remote Sensing,Hadzhidimitrovo,,,,
2072,Uncertain,462,25,15,0.2,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,Yes,4,3,Good,2009,Remote Sensing,Sheynovo,,,,Burial chamber from defunct mound - cut away by agriculture and robbed / or part of the house ?.
2080,Uncertain,484,40,40,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,4,4,Good,2011,Remote Sensing,Shipka,,,,"Heavily ploughed, rocky soil."
2081,Certain,479,20,15,2.5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Remote Sensing,Shipka ,,,,Old robbers' trench on the top.
2082,Certain,451,35,35,6,Large,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,Atyuvska Mogila,,,"Robbed mound, robbers' trench on north side, stone ring around the mound, earth taken next to the mound."
2083,Certain,451,10,10,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Small stones on the surface of the mound.
2084,Certain,452,10,10,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Small stones on the surface.
2085,Certain,449,7,7,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Large stones on the surface of the mound.
2086,Certain,448,15,15,0.5,Small,Pasture,Pasture,Photo,No,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Destroyed by a power lines tower; large stones encopass the mound area.
2091,Certain,446,10,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Destroyed by a water canal; overgrown.
2092,Certain,404,10,10,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Large stones on the surface of the mound.
2093,Certain,437,5,5,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Small stones on the surface.
2094,Certain,440,10,10,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Large stones on the surface of the mound.
2097,Certain,450,16,8,0.8,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Stones spread all over the surface.
2098,Certain,444,20,18,1,Small,Perennial Agriculture,Scrub|Tall Grass,Photo,No,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Flat, round mound, stony."
2099,Certain,448,17,13,1,Small,Annual Agriculture,Scrub|Tall Grass,Photo,No,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Low, covered with vegetation ovoid."
2100,Uncertain,447,15,9,0.5,Small,Annual Agriculture,Scrub|Tall Grass,Photo,No,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
2102,Certain,448,10,10,1,Small,Annual Agriculture,Scrub|Tall Grass,Photo,No,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
2103,Uncertain,448,52,8,1.5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,4,3,Good,2010,Survey,Gorno Sahrane,,GS 006-3,,"Positive form, could be rest of the wall, modern debris, one large trench."
2104,Uncertain,447,16,10,0.2,Small,Annual Agriculture,Scrub|Tall Grass,Photo,No,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
2105,Certain,443,8,7,0.5,Small,Pasture,Pasture,Not recorded,No,2,1,None,2011,Survey,Gorno Sahrane necropolis,,,,Water drainage channel going through it.
2106,Certain,443,15,12,1,Small,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Flat, stony, medium-large, ovoid, some vegetation."
2108,Uncertain,432,22,22,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Round, flat mound, looks likes it's divided into two mounds but it is one mound."
2109,Certain,432,15,14,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Medium sized stones, low flat mound."
2110,Certain,432,17,14,0.6,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"No trenches, small stones."
2113,Certain,438,16,13,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
2115,Certain,442,24,16,0.2,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Very low, flat, long, grassy mound, some med-sized rocks."
2116,Certain,444,15,11,0.7,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Large flat mound, some vegetation. Large stones, 2 trenches."
2117,Certain,444,20,15,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Flat mound, pile of stones on the top, small size, no obvious robbers' trenchs."
2118,Certain,444,21,20,0.5,Small,Annual Agriculture,Pasture,Photo,Yes,4,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Large overgrown mound, one robbers' trench."
2119,Certain,444,26,21,0.5,Small,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
2120,Certain,452,4,4,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Low, flat, round, some vegetation."
2121,Certain,451,2,2,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Low, flat, possibly bulldozed."
2123,Certain,436,3,2,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Stones spread all over the surface.
2124,Certain,436,5,3,0.6,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Small stones on top, some vegeation, larger stones loose on sides."
2125,Certain,435,5,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Stones spread all over the surface.
2126,Uncertain,437,2,2,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Could be a dug out ditch (agricultural), few stones."
2127,Certain,435,12,10,0.5,Small,Pasture,Pasture,Photo,Yes,4,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Big pile of stones, freshly dug, enlarged from original robbers' trench, vegetation on the bottom of the mound; visible structure, looks like freshly and entirely robbed."
2128,Certain,435,3,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Small stones on top, some vegeation, larger stones loose on sides."
2129,Certain,436,4,3,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Few small stones on top, slight indent in the centre of mound."
2130,Certain,437,14,12,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Round, fairly low, scattered med-large stones, very small hole."
2131,Certain,437,5,4,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Long flat, oval shaped, some vegetation, very few stones (small)."
2132,Uncertain,458,3,2,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Almost flat, round, small."
2134,Certain,466,21,7,0.7,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Two mounds close to each other, large and round, many small-medium sized stones on top, some vegetation."
2135,Uncertain,466,10,9,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Vegetation, stones on top."
2136,Certain,465,6,5,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Low, many small stones, two large rocks, vegetation."
2137,Certain,467,9,9,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Stones spread all over the surface.
2139,Certain,470,20,4,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Long, many med-large size stones, vegetation."
2140,Certain,469,3,2,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,"Small robbers' trench on top, many stones surrounding it and much vegetation."
2141,Certain,469,10,9,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Very low, round."
2142,Certain,469,3,2,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,Stones spread all over the surface.
2143,Certain,467,10,5,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,Stones spread all over the surface.
2144,Certain,469,8,5,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Worked stone in the middle, vegetation on top."
2146,Certain,469,9,9,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Very few stones, lots of vegetation, one large stone."
2147,Certain,469,8,7,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Large stones around the mound, round, low and flat."
2148,Uncertain,471,10,8,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Barely visible, very overgrown with vegetation."
2150,Certain,472,4,3,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Low, fla, long, small and medium sized stones."
2151,Certain,473,8,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Round. Two large stones, many small rocks on top."
2152,Certain,473,5,4,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Overgrown, barely visible, many stones, lots of vegetation."
2153,Certain,473,7,7,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Skobelevo ,,,,"Barely visible, many stones, lots of vegetation."
2154,Certain,466,7,6,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Small indent in the entre, vegetation."
2158,Certain,460,16,8,0.8,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"2robbers' trench-one on the top, one on the side."
2159,Certain,458,6,6,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, overgrown with vegetation."
2161,Certain,436,3,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Very low, flat and circular, stones."
2162,Certain,438,2,2,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Lots of vegetation, circular, low."
2163,Certain,437,4,2,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Many small-md stones on side, vegetation."
2164,Certain,437,3,3,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Circular, flat."
2166,Certain,437,3,1,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Flat, long, almost invisible."
2167,Uncertain,432,5,3,0.1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Very flat.
2169,Certain,431,2,2,0.2,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Very small, lots of vegetation, large robbers' trench taking almost all the mound."
2170,Uncertain,436,3,2,0.5,Small,Pasture,Scrub|Tall Grass,Survey,No,4,5,None,2011,Survey,Gorno Sahrane necropolis,,,,"Big pile of medium stones on top, one side surrounded by rose bushes."
2171,Uncertain,435,6,5,0.1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Some pottery (modern), overgrown, barely visible, long, flat, large stones and rose bushes. Worked stone?."
2172,Certain,455,6,5,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Long, flat, lots of vegetation."
2173,Certain,454,5,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, long, oval shaped, vegetation, almost flat."
2174,Certain,458,7,5,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"No stones, vegetation, round, flat."
